From;To;active_power_in_watt;volume_flow_natural_gas_in_liter_per_min;volume_flow_nitrogen_in_liter_per_min;
27.05.2021 10:46:19;27.05.2021 10:46:20;1106,8629150390625;0,00049282051622867584;1,7000616788864136;
27.05.2021 10:46:20;27.05.2021 10:46:21;1572,4854736328125;0;1,6933335065841675;
27.05.2021 10:46:21;27.05.2021 10:46:22;1557,2315673828125;0;1,6933335065841675;
27.05.2021 10:46:22;27.05.2021 10:46:23;1508,0675048828125;0;1,6933335065841675;
27.05.2021 10:46:23;27.05.2021 10:46:24;1543,76513671875;0;1,6933335065841675;
27.05.2021 10:46:24;27.05.2021 10:46:25;1506,871826171875;0;1,6933335065841675;
27.05.2021 10:46:25;27.05.2021 10:46:26;1499,44482421875;0;1,6933335065841675;
27.05.2021 10:46:26;27.05.2021 10:46:27;1589,0618896484375;0;1,6933335065841675;
27.05.2021 10:46:27;27.05.2021 10:46:28;2812,226318359375;0;1,6933335065841675;
27.05.2021 10:46:28;27.05.2021 10:46:29;3606,03955078125;0;1,6933335065841675;
27.05.2021 10:46:29;27.05.2021 10:46:30;2851,187255859375;0;1,6933335065841675;
27.05.2021 10:46:30;27.05.2021 10:46:31;2801,69140625;0;1,6933332681655884;
27.05.2021 10:46:31;27.05.2021 10:46:32;2750,89794921875;0;1,6933332681655884;
27.05.2021 10:46:32;27.05.2021 10:46:33;2804,978759765625;0;1,6933332681655884;
27.05.2021 10:46:33;27.05.2021 10:46:34;2896,612060546875;0;1,6933332681655884;
27.05.2021 10:46:34;27.05.2021 10:46:35;2785,08984375;0;1,6933332681655884;
27.05.2021 10:46:35;27.05.2021 10:46:36;2744,4375;0;1,6933332681655884;
27.05.2021 10:46:36;27.05.2021 10:46:37;2733,39208984375;0;1,6933332681655884;
27.05.2021 10:46:37;27.05.2021 10:46:38;2726,873291015625;0;1,6933332681655884;
27.05.2021 10:46:38;27.05.2021 10:46:39;2724,25390625;0;1,6933332681655884;
27.05.2021 10:46:39;27.05.2021 10:46:40;2717,941650390625;0;1,6933332681655884;
27.05.2021 10:46:40;27.05.2021 10:46:41;2721,27587890625;0;1,6933332681655884;
27.05.2021 10:46:41;27.05.2021 10:46:42;2714,351806640625;0;1,6933332681655884;
27.05.2021 10:46:42;27.05.2021 10:46:43;2667,42529296875;0;1,6933332681655884;
27.05.2021 10:46:43;27.05.2021 10:46:44;2676,020751953125;0;1,6933332681655884;
27.05.2021 10:46:44;27.05.2021 10:46:45;1845,3350830078125;0;1,6933332681655884;
27.05.2021 10:46:45;27.05.2021 10:46:46;1263,612060546875;0;1,6933332681655884;
27.05.2021 10:46:46;27.05.2021 10:46:47;1718,05126953125;0;1,6933332681655884;
27.05.2021 10:46:47;27.05.2021 10:46:48;1506,848388671875;0;1,6933332681655884;
27.05.2021 10:46:48;27.05.2021 10:46:49;1485,3968505859375;0;1,6933332681655884;
27.05.2021 10:46:49;27.05.2021 10:46:50;1553,5654296875;0;1,6933332681655884;
27.05.2021 10:46:50;27.05.2021 10:46:51;1520,605224609375;0;1,69989812374115;
27.05.2021 10:46:51;27.05.2021 10:46:52;1576,3740234375;0;1,69989812374115;
27.05.2021 10:46:52;27.05.2021 10:46:53;1618,0291748046875;0;1,69989812374115;
27.05.2021 10:46:53;27.05.2021 10:46:54;3095,74267578125;0;1,69989812374115;
27.05.2021 10:46:54;27.05.2021 10:46:55;3903,83984375;0;1,69989812374115;
27.05.2021 10:46:55;27.05.2021 10:46:56;2872,567626953125;0;1,69989812374115;
27.05.2021 10:46:56;27.05.2021 10:46:57;2802,15576171875;0;1,69989812374115;
27.05.2021 10:46:57;27.05.2021 10:46:58;2730,403076171875;0;1,69989812374115;
27.05.2021 10:46:58;27.05.2021 10:46:59;2787,439208984375;0;1,69989812374115;
27.05.2021 10:46:59;27.05.2021 10:47:00;2909,641845703125;0;1,69989812374115;
27.05.2021 10:47:00;27.05.2021 10:47:01;2810,456787109375;48,925830841064453;1,7066659927368164;
27.05.2021 10:47:01;27.05.2021 10:47:02;2737,608642578125;48,925830841064453;1,7066659927368164;
27.05.2021 10:47:02;27.05.2021 10:47:03;2723,714111328125;48,925830841064453;1,7066659927368164;
27.05.2021 10:47:03;27.05.2021 10:47:04;2720,72802734375;48,925830841064453;1,7066659927368164;
27.05.2021 10:47:04;27.05.2021 10:47:05;2713,2353515625;48,925830841064453;1,7066659927368164;
27.05.2021 10:47:05;27.05.2021 10:47:06;2720,803955078125;48,925830841064453;1,7066659927368164;
27.05.2021 10:47:06;27.05.2021 10:47:07;2717,299072265625;48,925830841064453;1,7066659927368164;
27.05.2021 10:47:07;27.05.2021 10:47:08;2714,326171875;48,925830841064453;1,7066659927368164;
27.05.2021 10:47:08;27.05.2021 10:47:09;2679,041748046875;48,925830841064453;1,7066659927368164;
27.05.2021 10:47:09;27.05.2021 10:47:10;2683,47412109375;48,925830841064453;1,7066659927368164;
27.05.2021 10:47:10;27.05.2021 10:47:11;2037,94921875;99,994171142578125;1,7066667079925537;
27.05.2021 10:47:11;27.05.2021 10:47:12;1307,2872314453125;99,994171142578125;1,7066667079925537;
27.05.2021 10:47:12;27.05.2021 10:47:13;1739,79052734375;99,994171142578125;1,7066667079925537;
27.05.2021 10:47:13;27.05.2021 10:47:14;1561,2789306640625;99,994171142578125;1,7066667079925537;
27.05.2021 10:47:14;27.05.2021 10:47:15;1566,103515625;99,994171142578125;1,7066667079925537;
27.05.2021 10:47:15;27.05.2021 10:47:16;1562,2213134765625;99,994171142578125;1,7066667079925537;
27.05.2021 10:47:16;27.05.2021 10:47:17;1579,3583984375;99,994171142578125;1,7066667079925537;
27.05.2021 10:47:17;27.05.2021 10:47:18;1570,095458984375;99,994171142578125;1,7066667079925537;
27.05.2021 10:47:18;27.05.2021 10:47:19;1540,9500732421875;99,994171142578125;1,7066667079925537;
27.05.2021 10:47:19;27.05.2021 10:47:20;1531,7462158203125;99,994171142578125;1,7066667079925537;
27.05.2021 10:47:20;27.05.2021 10:47:21;2709,87255859375;100;1,7066667079925537;
27.05.2021 10:47:21;27.05.2021 10:47:22;3632,59619140625;100;1,7066667079925537;
27.05.2021 10:47:22;27.05.2021 10:47:23;2831,87451171875;100;1,7066667079925537;
27.05.2021 10:47:23;27.05.2021 10:47:24;2764,615234375;100;1,7066667079925537;
27.05.2021 10:47:24;27.05.2021 10:47:25;2694,10693359375;100;1,7066667079925537;
27.05.2021 10:47:25;27.05.2021 10:47:26;2791,72021484375;100;1,7066667079925537;
27.05.2021 10:47:26;27.05.2021 10:47:27;2882,67822265625;100;1,7066667079925537;
27.05.2021 10:47:27;27.05.2021 10:47:28;2773,226318359375;100;1,7066667079925537;
27.05.2021 10:47:28;27.05.2021 10:47:29;2739,87353515625;100;1,7066667079925537;
27.05.2021 10:47:29;27.05.2021 10:47:30;2736,59423828125;100;1,7066667079925537;
27.05.2021 10:47:30;27.05.2021 10:47:31;2721,92529296875;100;1,7066667079925537;
27.05.2021 10:47:31;27.05.2021 10:47:32;2715,6357421875;100;1,7066667079925537;
27.05.2021 10:47:32;27.05.2021 10:47:33;2714,16162109375;100;1,7066667079925537;
27.05.2021 10:47:33;27.05.2021 10:47:34;2709,46826171875;100;1,7066667079925537;
27.05.2021 10:47:34;27.05.2021 10:47:35;2705,558349609375;100;1,7066667079925537;
27.05.2021 10:47:35;27.05.2021 10:47:36;2742,238037109375;100;1,7066667079925537;
27.05.2021 10:47:36;27.05.2021 10:47:37;1833,9510498046875;100;1,7066667079925537;
27.05.2021 10:47:37;27.05.2021 10:47:38;1300,75634765625;100;1,7066667079925537;
27.05.2021 10:47:38;27.05.2021 10:47:39;1688,156494140625;100;1,7066667079925537;
27.05.2021 10:47:39;27.05.2021 10:47:40;1503,928466796875;100;1,7066667079925537;
27.05.2021 10:47:40;27.05.2021 10:47:41;1568,6151123046875;100;1,7066667079925537;
27.05.2021 10:47:41;27.05.2021 10:47:42;1582,514892578125;100;1,7066667079925537;
27.05.2021 10:47:42;27.05.2021 10:47:43;1618,1805419921875;100;1,7066667079925537;
27.05.2021 10:47:43;27.05.2021 10:47:44;1459,962890625;100;1,7066667079925537;
27.05.2021 10:47:44;27.05.2021 10:47:45;1465,41064453125;100;1,7066667079925537;
27.05.2021 10:47:45;27.05.2021 10:47:46;3828,309326171875;100;1,7066667079925537;
